,location,eventType,dt,event_name,event_date,dates
981,1200 BLOCK OF MONTICELLO AVENUE,Flooded street,2016-10-08 19:14:12,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
982,35TH STREET & HAMPTON BOULEVARD,Flooded street,2016-10-08 19:14:37,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
983,LLEWELLYN AVENUE & W 25TH STREET,Flooded street,2016-10-08 19:23:27,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
984,E PRINCESS ANNE ROAD & SALTER STREET,Flooded street,2016-10-08 19:45:54,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
985,8100 BLOCK OF TIDEWATER DRIVE,Flooded street,2016-10-08 19:47:00,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
986,3600 BLOCK OF SEWELLS POINT ROAD,Flooded street,2016-10-08 19:47:33,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
987,BESSIE STREET & JANET DRIVE,Flooded street,2016-10-08 20:14:55,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
988,AZALEA GARDEN ROAD & SHAFER STREET,Flooded street,2016-10-08 21:21:21,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
989,2800 BLOCK OF DUNKIRK AVENUE,Flooded street,2016-10-08 21:21:50,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
990,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Flooded street,2016-10-08 21:22:33,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
991,E PRINCESS ANNE ROAD & MERRIMAC AVENUE,Flooded street,2016-10-08 21:23:07,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
992,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,Flooded street,2016-10-08 21:24:02,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
993,CROMWELL DRIVE & TIDEWATER DRIVE,Flooded street,2016-10-08 21:25:57,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
994,CHESAPEAKE BOULEVARD & E LITTLE CREEK ROAD,Flooded street,2016-10-08 21:27:19,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
995,DIVEN STREET & TERMINAL BOULEVARD,Flooded street,2016-10-09 00:11:12,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
996,HAMPTON BOULEVARD & TERMINAL BOULEVARD,Flooded street,2016-10-09 00:11:39,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
997,CHESAPEAKE BOULEVARD & ROBIN HOOD ROAD,Flooded street,2016-10-09 00:18:57,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
998,I-64E HIGHWAY & KEMPSVILLE ROAD,Flooded street,2016-10-09 00:30:16,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
999,1600 BLOCK OF LAFAYETTE BOULEVARD,Flooded street,2016-10-09 02:29:55,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1000,2900 BLOCK OF SOUTH CAPE HENRY AVENUE,Flooded street,2016-10-09 03:15:06,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1001,1300 BLOCK OF VIRGILINA AVENUE,Flooded street,2016-10-09 08:22:43,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1002,1300 BLOCK OF JOHNSTONS ROAD,Flooded street,2016-10-09 08:46:44,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1003,W PRINCESS ANNE ROAD & STOCKLEY GARDENS,Flooded street,2016-10-09 08:50:04,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1004,PYTHIAN AVENUE & WINSTON STREET,Flooded street,2016-10-09 09:33:08,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1005,4000 HEUTTE DRIVE,Flooded street,2016-10-09 10:18:47,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1006,1300 BLOCK OF KEMPSVILLE ROAD,Flooded street,2016-10-09 11:02:21,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1007,E LITTLE CREEK ROAD & SAN ANTONIO BOULEVARD,Flooded street,2016-10-09 11:07:43,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1008,925 TIFTON STREET,Flooded street,2016-10-09 12:36:01,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1009,EDWARD STREET & NORVIEW AVENUE,Flooded street,2016-10-09 13:11:30,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1010,5812 MONROE PLACE,Flooded street,2016-10-09 13:13:17,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1011,BEACH VIEW STREET & LONDON STREET,Flooded street,2016-10-09 16:35:39,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1012,2023 MEADOW LAKE COURT,Flooded street,2016-10-09 16:38:03,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-09
1013,6129 EDISON AVENUE,Flooded street,2016-10-10 08:19:36,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1014,9634 SALEM STREET,Flooded street,2016-10-10 08:35:37,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1015,7000 BLOCK OF HUNTERS COURT,Flooded street,2016-10-10 08:42:54,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1016,1600 BLOCK OF BANNING ROAD,Flooded street,2016-10-10 08:43:52,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1017,7000 BLOCK OF GARDNER DRIVE,Flooded street,2016-10-10 08:44:40,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1018,6900 BLOCK OF CHIRONNA PLACE,Flooded street,2016-10-10 08:45:49,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1019,1629 COLON AVENUE,Flooded street,2016-10-10 09:37:37,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1020,5906 MCGINNIS CIRCLE,Flooded street,2016-10-10 10:22:28,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1021,2634 MARLBORO AVENUE,Flooded street,2016-10-10 10:31:12,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1022,KINGSTON AVENUE & STURGIS STREET,Flooded street,2016-10-10 10:40:17,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1023,2509 COTTAGE AVENUE,Flooded street,2016-10-10 10:44:07,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1024,7700 GLOUCESTER AVENUE,Flooded street,2016-10-10 11:03:29,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1025,7700 GLOUCESTER AVENUE,Flooded Underpass,2016-10-10 11:03:29,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1026,426 DELAWARE AVENUE,Flooded street,2016-10-10 11:04:30,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1027,426 DELAWARE AVENUE,Flooded Underpass,2016-10-10 11:04:30,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1028,MAYFLOWER ROAD & NEW JERSEY AVENUE,Flooded street,2016-10-10 11:23:03,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1029,425 PLEASANT POINT DRIVE,Flooded street,2016-10-10 11:26:11,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1030,7012 HUNTERS COURT,Flooded street,2016-10-10 11:41:58,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1031,731 MICHIGAN AVENUE,Flooded street,2016-10-10 12:14:58,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1032,CALLA AVENUE & STURGIS ROAD,Flooded street,2016-10-10 12:16:01,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1033,KINGSTON AVENUE & MORWIN STREET,Flooded street,2016-10-10 14:29:12,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1034,8201 CARLTON STREET,Flooded street,2016-10-10 15:46:30,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1035,1300 TEMPLAR BOULEVARD,Flooded street,2016-10-10 15:46:45,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1036,7445 HAMPTON BOULEVARD,Flooded street,2016-10-10 16:54:22,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1037,446 PEACE HAVEN DRIVE,Flooded street,2016-10-10 17:05:00,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1038,E BRAMBLETON AVENUE & TIDEWATER DRIVE,Flooded underpass,2016-10-10 17:43:16,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-10
1039,W BAYVIEW BOULEVARD & EXECUTIVE DRIVE,Flooded street,2016-10-11 06:59:41,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1040,8711 SEMMES AVENUE,Flooded street,2016-10-11 07:03:39,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1041,243 GREENBRIER AVENUE,Flooded street,2016-10-11 08:43:05,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1042,8100 BLOCK OF GLEN MYRTLE AVENUE,Flooded street,2016-10-11 09:00:01,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1043,300 BLOCK OF ROGERS AVENUE,Flooded street,2016-10-11 09:01:49,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1044,533 BEECHWOOD AVENUE,Flooded street,2016-10-11 09:04:40,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1045,BOUSH CREEK AVENUE & GLENDALE AVENUE,Flooded street,2016-10-11 09:06:06,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1046,PACE ROAD & RIDGEFIELD DRIVE,Flooded street,2016-10-11 09:20:26,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1047,REDMON ROAD & SIMMS ROAD,Flooded street,2016-10-11 09:37:23,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1048,1400 BLOCK OF GODFREY AVENUE,Flooded street,2016-10-11 09:52:59,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1049,FORREST AVENUE & EVERGREEN AVENUE,Flooded street,2016-10-11 10:03:12,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1050,GLEN MYRTLE AVENUE & BEECHWOOD AVENUE,Flooded street,2016-10-11 10:08:17,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1051,600 BLOCK OF W 23RD STREET,Flooded street,2016-10-11 10:34:44,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1052,8014 WOODALL ROAD,Flooded street,2016-10-11 10:45:46,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1053,5300 BLOCK OF WYNGATE DRIVE,Flooded street,2016-10-11 11:02:42,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1054,5300 BLOCK OF GREENPLAIN ROAD,Flooded street,2016-10-11 11:03:37,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1055,1100 BLOCK OF EASTOVER ROAD,Flooded street,2016-10-11 11:04:42,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1056,3507 POMROY AVENUE,Flooded street,2016-10-11 11:13:49,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1057,5512 JANET DRIVE,Flooded street,2016-10-11 11:16:06,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1058,5531 KILMER LANE,Flooded street,2016-10-11 11:18:32,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1059,ROLFE AVENUE & WALNUT HILL STREET,Flooded street,2016-10-11 11:35:30,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1060,SURREY CRESCENT & UPPER BRANDON PLACE,Flooded street,2016-10-11 11:38:21,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1061,916 LITTLE BAY AVENUE,Flooded street,2016-10-11 11:51:13,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1062,9500 BLOCK OF 10TH BAY STREET,Flooded street,2016-10-11 11:56:45,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1063,4245 HEUTTE DRIVE,Flooded street,2016-10-11 12:07:24,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1064,7945 RANSOM ROAD,Flooded street,2016-10-11 12:18:12,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1065,1510 CRANE AVENUE,Flooded street,2016-10-11 12:26:59,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1066,2538 WEST AZALEA POINT ROAD,Flooded street,2016-10-11 12:31:41,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1067,2460 RANKIN COURT,Flooded street,2016-10-11 12:38:26,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1068,3829 WEDGEFIELD AVENUE,Flooded street,2016-10-11 15:03:38,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-11
1069,5371 WYNGATE DRIVE,Flooded street,2016-10-12 14:27:16,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-12
1070,2733 AYLIFF ROAD,Flooded street,2016-10-12 14:30:43,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-12
1071,3500 BLOCK OF SEWELLS POINT ROAD,Flooded street,2016-10-13 08:39:02,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-13
